iter	MultiClass
1535	0.2776778965
1536	0.2774743327
1537	0.277367942
1538	0.2771514828
1539	0.2769919164
1540	0.2769077658
1541	0.2768289746
1542	0.2767465444
1543	0.2766789822
1544	0.2766040179
1545	0.2765592284
1546	0.2765246099
1547	0.2763799895
1548	0.2762980081
1549	0.2762784834
1550	0.2761609044
1551	0.2759615938
1552	0.2758245288
1553	0.2757259522
1554	0.2756557696
1555	0.2756171869
1556	0.2754877886
1557	0.2753251249
1558	0.2752762556
1559	0.2752010769
1560	0.2750396281
1561	0.2749167037
1562	0.2746949694
1563	0.2746109128
1564	0.2745427204
1565	0.2743930573
1566	0.2742552393
1567	0.2741087484
1568	0.2740392658
1569	0.2739955949
1570	0.2738886227
1571	0.2737636815
1572	0.2736805866
1573	0.2736121176
1574	0.2735189598
1575	0.2734429725
1576	0.2733758809
1577	0.2733025767
1578	0.2732313617
1579	0.2731466925
1580	0.2730920697
1581	0.2728951669
1582	0.2728320565
1583	0.2727085181
1584	0.2726997757
1585	0.272472995
1586	0.2724337934
1587	0.2723896706
1588	0.2721995665
1589	0.2720073703
1590	0.2719766762
1591	0.2718861236
1592	0.2716646163
1593	0.271555898
1594	0.2714308725
1595	0.2712315865
1596	0.2711522137
1597	0.2709771777
1598	0.2708558063
1599	0.2707437037
1600	0.2706501457
1601	0.27052535
1602	0.2704408144
1603	0.2703829017
1604	0.2702974924
1605	0.2702308105
1606	0.2700323567
1607	0.2699590205
1608	0.2697313232
1609	0.2696268625
1610	0.2694509463
1611	0.2693867524
1612	0.269172417
1613	0.2689868319
1614	0.2689007532
1615	0.2687852031
1616	0.2687074079
1617	0.2685735828
1618	0.2683447232
1619	0.2681419913
1620	0.2680396923
1621	0.2678656683
1622	0.2677748779
1623	0.2676212236
1624	0.2675438955
1625	0.2674186599
1626	0.2672659511
1627	0.2671964937
1628	0.2671258785
1629	0.2670586977
1630	0.2670279564
1631	0.2669427884
1632	0.2667338949
1633	0.2665479665
1634	0.2665100198
1635	0.2664328762
1636	0.2662223041
1637	0.2661118385
1638	0.2660672939
1639	0.2658506164
1640	0.2657094254
1641	0.26560787
1642	0.2653982673
1643	0.2652234279
1644	0.2650798872
1645	0.2649171735
1646	0.2647056678
1647	0.2646483389
1648	0.2644911269
1649	0.2643877788
1650	0.264199317
1651	0.2641513621
1652	0.2639494706
1653	0.2638342968
1654	0.263670144
1655	0.2635724283
1656	0.2634188865
1657	0.2633695297
1658	0.2632614435
1659	0.2631885546
1660	0.2629585973
1661	0.2628404195
1662	0.2627241731
1663	0.2626087034
1664	0.2625484889
1665	0.2623446393
1666	0.2622793736
1667	0.2621521195
1668	0.2620350552
1669	0.2618524515
1670	0.2616669946
1671	0.2615629795
1672	0.2613497133
1673	0.2611567757
1674	0.2609766587
1675	0.2608781205
1676	0.2606693992
1677	0.260609211
1678	0.2605591377
1679	0.2604995842
1680	0.2604586865
1681	0.2603212866
1682	0.2602881905
1683	0.2602081503
1684	0.260124304
1685	0.2600702318
1686	0.2599256327
1687	0.2597162261
1688	0.259590702
1689	0.2594573346
1690	0.2594211712
1691	0.25920998
1692	0.2590102953
1693	0.2588864939
1694	0.2586860495
1695	0.2586325148
1696	0.2584989998
1697	0.2584254907
1698	0.2583173009
1699	0.2581412405
1700	0.2580302299
1701	0.2578934011
1702	0.2578072284
1703	0.2575782022
1704	0.257523268
1705	0.257447277
1706	0.2573691344
1707	0.2572972147
1708	0.2571440752
1709	0.2570105546
1710	0.256943656
1711	0.2568010076
1712	0.2567135596
1713	0.2565358512
1714	0.256397036
1715	0.2563026756
1716	0.256207444
1717	0.2561207121
1718	0.2560915715
1719	0.2559810014
1720	0.2559076701
1721	0.2558503021
1722	0.2557702343
1723	0.2555968981
1724	0.2554965135
1725	0.2554199468
1726	0.2553407972
1727	0.2551741176
1728	0.2551207977
1729	0.254961986
1730	0.2549396634
1731	0.2548810085
1732	0.2547232861
1733	0.2545585009
1734	0.2543997824
1735	0.2543041112
1736	0.2541530543
1737	0.253988311
1738	0.2539310465
1739	0.2538538245
1740	0.2537364889
1741	0.2535494071
1742	0.2533902893
1743	0.2533127672
1744	0.253155368
1745	0.2530324012
1746	0.2529437723
1747	0.2529085995
1748	0.2527780894
1749	0.2526111343
1750	0.2525639595
1751	0.2524581883
1752	0.2522973381
1753	0.2521723808
1754	0.25210133
1755	0.2520698373
1756	0.2518676439
1757	0.2516576067
1758	0.2514989498
1759	0.2514223059
1760	0.2513251962
1761	0.2511862569
1762	0.2510504315
1763	0.2508623956
1764	0.2508340625
1765	0.2507538931
1766	0.2507059229
1767	0.2505857818
1768	0.2503840218
1769	0.2502902275
1770	0.2501924395
1771	0.2500986177
1772	0.2500504787
1773	0.2499391954
1774	0.2498769874
1775	0.2498376501
1776	0.2497181024
1777	0.2495451492
1778	0.2493726729
1779	0.2493154124
1780	0.2492007076
1781	0.249132258
1782	0.2490018708
1783	0.2489289766
1784	0.2488863417
1785	0.2487793239
1786	0.2487350924
1787	0.2486486253
1788	0.2485408008
1789	0.248440057
1790	0.2484040667
1791	0.2483864005
1792	0.2483219777
1793	0.2482365737
1794	0.2480961496
1795	0.2479890876
1796	0.2478080958
1797	0.2476489637
1798	0.247478546
1799	0.2474219863
1800	0.2473711218
1801	0.2472376116
1802	0.2471014818
1803	0.2469556386
1804	0.246810703
1805	0.2467304343
1806	0.2465869926
1807	0.2465185743
1808	0.2464326739
1809	0.2462686859
1810	0.2462265468
1811	0.2461151289
1812	0.2460397467
1813	0.2459261325
1814	0.2457748673
1815	0.2456902927
1816	0.2455218459
1817	0.2454503583
1818	0.2454091434
1819	0.2452594216
1820	0.2451307738
1821	0.2450643292
1822	0.2448867919
1823	0.2448155695
1824	0.2447375536
1825	0.2446692384
1826	0.2446066302
1827	0.2445255764
1828	0.2444237931
1829	0.2442844177
1830	0.2442423966
1831	0.2441160725
1832	0.244022284
1833	0.2439483703
1834	0.2439032218
1835	0.2437631599
1836	0.2436281791
1837	0.2434721656
1838	0.2433795939
1839	0.2433075217
1840	0.2432305584
1841	0.2431215078
1842	0.2429615962
1843	0.2428835565
1844	0.2428542477
1845	0.2428050974
1846	0.2427316446
1847	0.2425947925
1848	0.2425646409
1849	0.2425127707
1850	0.2424893068
1851	0.2424292382
1852	0.2422959172
1853	0.242139013
1854	0.2420438241
1855	0.2419647667
1856	0.2418636372
1857	0.2418183801
1858	0.2417472528
1859	0.2416406104
1860	0.2415769324
1861	0.2414078965
1862	0.2413841297
1863	0.2413534173
1864	0.2413393278
1865	0.241154463
1866	0.24111321
1867	0.2410602889
1868	0.2410038566
1869	0.2408691282
1870	0.2407843378
1871	0.2406612424
1872	0.2405033807
1873	0.2403526688
1874	0.2402063321
1875	0.2400641951
1876	0.2398892329
1877	0.2398275419
1878	0.2396713494
1879	0.2395840329
1880	0.239535915
1881	0.239457307
1882	0.239379718
1883	0.23929862
1884	0.2392464019
1885	0.2391917695
1886	0.2390845328
1887	0.2390589958
1888	0.2389754051
1889	0.2388296114
1890	0.2388040431
1891	0.2386954545
1892	0.2386580051
1893	0.2386093067
1894	0.2384586981
1895	0.2383705075
1896	0.2382716283
1897	0.2381025558
1898	0.2379418656
1899	0.2378328772
1900	0.2377133037
1901	0.237681838
1902	0.2376734129
1903	0.237631472
1904	0.2375931642
1905	0.237515847
1906	0.2373831627
1907	0.2373246919
1908	0.2372953464
1909	0.2372422472
1910	0.2371946873
1911	0.2370748967
1912	0.2369794786
1913	0.2369283497
1914	0.2368710916
1915	0.2368085847
1916	0.2367679982
1917	0.236681292
1918	0.2365699318
1919	0.2364463296
1920	0.2363923303
1921	0.2363087346
1922	0.2361660221
1923	0.2360619026
1924	0.2358680698
1925	0.2358017728
1926	0.2357538494
1927	0.2357250026
1928	0.2356604223
1929	0.2354978608
1930	0.235328611
1931	0.2352905955
1932	0.2352529173
1933	0.2351857553
1934	0.23514928
1935	0.2351013336
1936	0.2350071783
1937	0.2348645154
1938	0.2348097798
1939	0.234753891
1940	0.2346693629
1941	0.2345070234
1942	0.2344602683
1943	0.2343312192
1944	0.2341635103
1945	0.2340561086
1946	0.2339218722
1947	0.2338345139
1948	0.2337062299
1949	0.2336265359
1950	0.2335769955
1951	0.2335271803
1952	0.2335085012
1953	0.2334205216
1954	0.2333337716
1955	0.2332197394
1956	0.2331054879
1957	0.233068985
1958	0.2329108261
1959	0.2328708099
1960	0.232835128
1961	0.2327993053
1962	0.2327667079
1963	0.2327403892
1964	0.2326705899
1965	0.2325310268
1966	0.2323868557
1967	0.2322284971
1968	0.2321470427
1969	0.232068154
1970	0.2319415968
1971	0.2319030848
1972	0.2317474214
1973	0.2316853113
1974	0.2316642711
1975	0.2316272913
1976	0.2315258145
1977	0.2313737641
1978	0.2312199835
1979	0.2311270438
1980	0.2310379125
1981	0.2310010449
1982	0.2309507932
1983	0.2308518309
1984	0.2307517384
1985	0.2306826002
1986	0.2306255227
1987	0.2305343634
1988	0.2304849032
1989	0.2304028083
1990	0.2303682078
1991	0.2302528535
1992	0.2301644477
1993	0.2300863325
1994	0.2299346736
1995	0.2298707828
1996	0.2297333675
1997	0.2295742335
1998	0.2295354804
1999	0.2294787087
2000	0.2294194579
2001	0.2293209075
2002	0.2291657248
2003	0.2290134209
2004	0.2289492192
2005	0.2289014151
2006	0.2288084906
2007	0.2286590072
2008	0.22854149
2009	0.2284307967
2010	0.2283979226
2011	0.2283349692
2012	0.2282716003
2013	0.2281443694
2014	0.2280706625
2015	0.227982755
2016	0.2279342458
2017	0.2278659811
2018	0.2277840054
2019	0.2277732289
2020	0.2276824778
2021	0.2275943459
2022	0.227460323
2023	0.2273471838
2024	0.2273238509
2025	0.2272749694
2026	0.2271319539
2027	0.2269953848
2028	0.2269616338
2029	0.2268247266
2030	0.2267769829
2031	0.2267243358
2032	0.2266859541
2033	0.2266659893
2034	0.2265860988
2035	0.2264301401
2036	0.2263837131
2037	0.2263075887
2038	0.2262514853
2039	0.2261255526
2040	0.2260698372
2041	0.2260512004
2042	0.2259340423
2043	0.2258944545
2044	0.2258326486
2045	0.2258006712
2046	0.2256530501
2047	0.2255675101
2048	0.2254971005
2049	0.2254420736
2050	0.2253973916
2051	0.225239897
2052	0.2251190107
2053	0.2249797237
2054	0.2249565086
2055	0.2247857629
2056	0.2247296008
2057	0.2246227676
2058	0.2246028967
2059	0.2245162666
2060	0.2244404508
2061	0.2244053828
2062	0.2243358203
2063	0.2241653612
2064	0.2241107739
2065	0.2240235745
2066	0.2239937812
2067	0.2239018143
2068	0.2238459224
2069	0.2238060812
2070	0.2237540666
2071	0.2236803706
2072	0.2235979071
2073	0.2235406764
2074	0.2233706301
2075	0.2232237856
2076	0.2231718741
2077	0.2231258235
2078	0.2230267223
2079	0.2229580382
2080	0.2228817231
2081	0.2228048886
2082	0.2227064769
2083	0.222657475
2084	0.2226130787
2085	0.2225215402
2086	0.2224394846
2087	0.2223321955
2088	0.2222239675
2089	0.2221926034
2090	0.2220605054
2091	0.2219541258
2092	0.2218864455
2093	0.2218051577
2094	0.2217480301
2095	0.2216698254
2096	0.2215664838
2097	0.2215153885
2098	0.2214129779
2099	0.2213549374
2100	0.2212010665
2101	0.2210715816
2102	0.2209861437
2103	0.2208806065
2104	0.2207933821
2105	0.2207414378
2106	0.220688061
2107	0.2206747081
2108	0.2206434047
2109	0.2206024605
2110	0.2205302074
2111	0.2204803825
2112	0.2203578508
2113	0.2202928608
2114	0.2202584787
2115	0.2200992943
2116	0.2199939748
2117	0.2199347293
2118	0.2199106344
2119	0.2197541512
2120	0.2196761825
2121	0.2196300401
2122	0.219499639
2123	0.2194591269
2124	0.219387442
2125	0.2193598483
2126	0.2193147137
2127	0.2192853949
2128	0.2191327789
2129	0.2190798496
2130	0.2189914573
2131	0.2188792093
2132	0.2187730614
2133	0.2187256859
2134	0.2186057131
2135	0.2185660939
2136	0.2185025333
2137	0.2183945401
2138	0.2183198337
2139	0.2182839644
2140	0.2181865607
2141	0.2181001608
2142	0.2180251245
2143	0.2179584654
2144	0.2179284341
2145	0.2178653399
2146	0.2178306989
2147	0.2177830635
2148	0.2176308
2149	0.2175264252
2150	0.2174335027
2151	0.2173978607
2152	0.2173088538
2153	0.2172455455
2154	0.21714162
2155	0.2170116271
2156	0.2169336241
2157	0.2168610838
2158	0.2167742331
2159	0.2167218763
2160	0.2166124622
2161	0.2165746315
2162	0.2165603156
2163	0.2165033661
2164	0.2164378876
2165	0.2163052576
2166	0.2162354648
2167	0.2161095405
2168	0.2159999466
2169	0.2159651979
2170	0.2158971908
2171	0.2158020551
2172	0.2157229357
2173	0.215665426
2174	0.2156257958
2175	0.2156023691
2176	0.2155212995
2177	0.2154249193
2178	0.2153710789
2179	0.2152392555
2180	0.2151067435
2181	0.2150251306
2182	0.2149110524
2183	0.2148794635
2184	0.21479483
2185	0.214696397
2186	0.2146421218
2187	0.2145759597
2188	0.2145516179
2189	0.2144901264
2190	0.2144542274
2191	0.2144057465
2192	0.2143684991
2193	0.2143135308
2194	0.2142048013
2195	0.2141102835
2196	0.2139477594
2197	0.2138787065
2198	0.2137490401
2199	0.2136383627
2200	0.2135759454
2201	0.2135394589
2202	0.2134730967
2203	0.2134146014
2204	0.2132576255
2205	0.2132194173
2206	0.2131889728
2207	0.2131436919
2208	0.2131013949
2209	0.2130617636
2210	0.2130500423
2211	0.2130008418
2212	0.2129721891
2213	0.2128877574
2214	0.2128473279
2215	0.2127941701
2216	0.2126808454
2217	0.2126354058
2218	0.212577725
2219	0.2124998951
2220	0.2124848257
2221	0.2123396633
2222	0.2122721813
2223	0.2122107653
2224	0.2120762971
2225	0.2120653467
2226	0.2120168898
2227	0.2119797873
2228	0.2119504566
2229	0.2118867349
2230	0.2118637118
2231	0.2117530131
2232	0.2116738999
2233	0.2116163898
2234	0.2116100381
2235	0.2115654527
2236	0.211436271
2237	0.2113360978
2238	0.2112363729
2239	0.2111335486
2240	0.2110411203
2241	0.2108988044
2242	0.2107862888
2243	0.2106883464
2244	0.2106036807
2245	0.2105582611
2246	0.2104100889
2247	0.2103106975
2248	0.2102300175
2249	0.2101550379
2250	0.2101368216
2251	0.2100466195
2252	0.2100070365
2253	0.2099638816
2254	0.2099238532
2255	0.2099012779
2256	0.2097981534
2257	0.2096896179
2258	0.2095871253
2259	0.2095418377
2260	0.209525706
2261	0.2094481762
2262	0.2093903368
2263	0.2093362325
2264	0.2092751754
2265	0.2091358442
2266	0.2090926729
2267	0.2090226321
2268	0.2088972743
2269	0.2087750956
2270	0.2087036787
2271	0.2086703098
2272	0.2085758579
2273	0.2084922843
2274	0.2083729924
2275	0.2082185924
2276	0.2081996857
2277	0.2081310676
2278	0.2080208461
2279	0.207917719
2280	0.2078229757
2281	0.20771554
2282	0.2076056174
2283	0.2075718946
2284	0.2075010115
2285	0.2074592549
2286	0.2074105603
2287	0.2073919113
2288	0.2073228617
2289	0.2072952568
2290	0.2072329176
2291	0.207220185
2292	0.2071442548
2293	0.207081312
2294	0.2070392438
2295	0.2069646984
2296	0.2068843962
2297	0.2068240973
2298	0.2067625185
2299	0.2067217402
2300	0.206693632
2301	0.2065668258
2302	0.2064978777
2303	0.2064452516
2304	0.2063558405
2305	0.2062309747
2306	0.2061648669
2307	0.2060834544
2308	0.2059638909
2309	0.2058814575
2310	0.205812499
2311	0.2057943063
2312	0.2057647137
2313	0.2056786495
2314	0.2056317886
2315	0.2055495628
2316	0.2054437454
2317	0.205405036
2318	0.2053613392
2319	0.2053000773
2320	0.2052676516
2321	0.2052006282
2322	0.2051393035
2323	0.205024857
2324	0.2049195165
2325	0.2048830341
2326	0.2048308608
2327	0.204776044
2328	0.2046903009
2329	0.2046655428
2330	0.2046379469
2331	0.2045194177
2332	0.2044698221
2333	0.2043456279
2334	0.2042360985
2335	0.2041226528
2336	0.2041143041
2337	0.2040951561
2338	0.2040392023
2339	0.2040286127
2340	0.2039640763
2341	0.203909113
2342	0.2038162043
2343	0.2037613834
2344	0.2037429876
2345	0.2037133898
2346	0.2036100374
2347	0.2035461926
2348	0.2035157344
2349	0.2034232085
2350	0.2033611957
2351	0.2033297135
2352	0.2032154994
2353	0.2031719422
2354	0.2031558562
2355	0.2031173118
2356	0.203030397
2357	0.2029200008
2358	0.2028829612
2359	0.2028505398
2360	0.2027472742
2361	0.2026728707
2362	0.2026094656
2363	0.2025347315
2364	0.202429929
2365	0.2023918873
2366	0.2022982882
2367	0.2022671224
2368	0.2022073589
2369	0.2021250894
2370	0.2020376814
2371	0.2019693509
2372	0.2018963982
2373	0.2018411121
2374	0.2018108097
2375	0.2017271734
2376	0.2016361251
2377	0.2016187665
2378	0.2016023365
2379	0.2014993185
2380	0.2013902107
2381	0.2013627206
2382	0.2012501663
2383	0.2012141059
2384	0.2011371196
2385	0.2010601045
2386	0.2009877606
2387	0.2009177932
2388	0.2008818874
2389	0.2008099598
2390	0.2007086325
2391	0.2006401182
2392	0.2005866599
2393	0.2004814485
2394	0.2003863541
2395	0.2003351883
2396	0.2002906427
2397	0.2002095567
2398	0.2001364395
2399	0.2000459804
2400	0.1999981795
2401	0.199954477
2402	0.1998820036
2403	0.1998513812
2404	0.1998220082
2405	0.1997593338
2406	0.1996814857
2407	0.1995700116
2408	0.1994832539
2409	0.1994524469
2410	0.1993597338
2411	0.1993386189
2412	0.1992995384
2413	0.1992667384
2414	0.1992367006
2415	0.1991691722
2416	0.1990945317
2417	0.1990437495
2418	0.1989496217
2419	0.1988834214
2420	0.1988677724
2421	0.1988335224
2422	0.1987856183
2423	0.1987234228
2424	0.1986948774
2425	0.1986312885
2426	0.1985469392
2427	0.1984519721
2428	0.1983774153
2429	0.1983408699
2430	0.1982651982
2431	0.1982198553
2432	0.198171401
2433	0.1981550566
2434	0.1981040427
2435	0.1980576194
2436	0.1980238556
2437	0.1979566796
2438	0.1978549228
2439	0.1977380278
2440	0.1976464632
2441	0.1975653364
2442	0.1974957535
2443	0.1974166002
2444	0.1973739084
2445	0.1973199627
2446	0.1971962961
2447	0.1971141274
2448	0.1969896138
2449	0.1969582112
2450	0.1968607254
2451	0.1968074693
2452	0.1967011447
2453	0.1966516493
2454	0.19656585
2455	0.1964963394
2456	0.196485013
2457	0.1964555508
2458	0.1964437313
2459	0.1964187728
2460	0.1963833172
2461	0.1963196719
2462	0.1962038389
2463	0.1961561261
2464	0.1961003274
2465	0.1959682641
2466	0.1959270877
2467	0.1958204098
2468	0.1957265566
2469	0.1956037691
2470	0.1955447064
2471	0.1954921978
2472	0.1954262095
2473	0.1953850773
2474	0.1953047576
2475	0.1952858526
2476	0.1952121061
2477	0.1951130994
2478	0.1950776779
2479	0.1949817187
2480	0.1949017745
2481	0.1948056295
2482	0.1947878076
2483	0.1947413279
2484	0.1946943623
2485	0.1946674227
2486	0.1945886396
2487	0.1945413565
2488	0.1945248965
2489	0.1944615946
2490	0.1944255875
2491	0.1944068137
2492	0.1943270196
2493	0.1942942742
2494	0.1942169022
2495	0.1941558875
2496	0.1941007694
2497	0.1940029574
2498	0.1939428924
2499	0.1939185142
2500	0.1938297012
2501	0.1937904232
2502	0.1936971916
2503	0.1936281906
2504	0.193566361
2505	0.1935185929
2506	0.1934647536
2507	0.1934398629
2508	0.1933749103
2509	0.1932979442
2510	0.1932259391
2511	0.1931728083
2512	0.193054587
2513	0.1930008371
2514	0.1929563946
2515	0.1928780056
2516	0.1928155196
2517	0.1927235549
2518	0.1926964819
2519	0.1926561594
2520	0.1925873423
2521	0.1925361866
2522	0.192479714
2523	0.1924466875
2524	0.1923863614
2525	0.1923109617
2526	0.1922574098
2527	0.1922310151
2528	0.1921968215
2529	0.1921760856
2530	0.19212655
2531	0.1920641686
2532	0.1919897207
2533	0.1918704193
2534	0.1918172647
2535	0.1917938704
2536	0.1917144381
2537	0.1916847117
2538	0.1915885373
2539	0.1915513868
2540	0.1914764216
2541	0.1913905954
2542	0.1913171748
2543	0.1912130863
2544	0.191098238
2545	0.1910647795
2546	0.1909966591
2547	0.1909022027
2548	0.1908770513
2549	0.1908240859
2550	0.190781555
2551	0.1907402087
2552	0.1906650171
2553	0.190566398
2554	0.1905440121
2555	0.1904352166
2556	0.1904112996
2557	0.190379912
2558	0.1902646296
2559	0.1901886918
2560	0.1901631021
2561	0.1900588662
2562	0.1900113325
2563	0.1899820269
2564	0.1899093349
2565	0.1898760173
2566	0.189844527
2567	0.1897044668
2568	0.1896547987
2569	0.189620742
2570	0.1895731594
2571	0.1894935073
2572	0.1894337125
2573	0.1893822025
2574	0.1893476838
2575	0.1892572295
2576	0.1891865446
2577	0.1891645093
2578	0.1891183541
2579	0.189010829
2580	0.18898775
2581	0.1889069534
2582	0.1888786589
2583	0.188793831
2584	0.1887153361
2585	0.1886157511
2586	0.1885667715
2587	0.1885053738
2588	0.1884396066
2589	0.1883588779
2590	0.1883158959
2591	0.1881841545
2592	0.1881244485
2593	0.1881097183
2594	0.1880403665
2595	0.1879537012
2596	0.1879285016
2597	0.187903355
2598	0.1878423637
2599	0.1877945132
2600	0.1876904417
2601	0.1876311185
2602	0.1875878454
2603	0.1874971435
2604	0.1874402805
2605	0.1874164925
2606	0.1873795521
2607	0.1873252137
2608	0.1872200117
2609	0.1871918561
2610	0.1871412186
2611	0.1870696498
2612	0.1869853806
2613	0.1869497698
2614	0.186909496
2615	0.1868724707
2616	0.186811446
2617	0.1867673992
2618	0.1866835848
2619	0.1866626779
2620	0.1866435886
2621	0.1865810627
2622	0.1865065521
2623	0.1864328139
2624	0.1864053107
2625	0.1863874213
2626	0.1863383206
2627	0.1862671074
2628	0.1861910484
2629	0.1861509203
2630	0.1861156282
2631	0.1860751104
2632	0.186048647
2633	0.1859776092
2634	0.1859246536
2635	0.1858482102
2636	0.1857722161
2637	0.1857580704
2638	0.1856911935
2639	0.1856022137
2640	0.1855688712
2641	0.1855161319
2642	0.1854698204
2643	0.1854456353
2644	0.1853767394
2645	0.1852625766
2646	0.1851973751
2647	0.185100545
2648	0.1850586734
2649	0.1849951899
2650	0.1849694651
2651	0.1848749612
2652	0.1848231794
2653	0.1847810586
2654	0.1847321819
2655	0.1846673093
2656	0.1845708191
2657	0.1845127507
2658	0.1844372379
2659	0.1843985148
2660	0.1843579818
2661	0.1842786483
2662	0.1841675727
2663	0.1841189636
2664	0.1841067161
2665	0.1840010352
2666	0.1839212536
2667	0.1838492124
2668	0.1838056038
2669	0.1837909366
2670	0.183732569
2671	0.1836992564
2672	0.1836501886
2673	0.1836186061
2674	0.183587324
2675	0.1835389232
2676	0.1834653205
2677	0.1834103534
2678	0.1833332717
2679	0.183280785
2680	0.1832643018
2681	0.1832151808
2682	0.1831059398
2683	0.1830416385
2684	0.1830102766
2685	0.182960547
2686	0.1829065064
2687	0.1828497151
2688	0.182770365
2689	0.1827070538
2690	0.1826873145
2691	0.1826100595
2692	0.1825711198
2693	0.1825088505
2694	0.1824782548
2695	0.1824125988
2696	0.1823520483
2697	0.1822962191
2698	0.1822560076
2699	0.1821616415
2700	0.1821266873
2701	0.1820226329
2702	0.181947618
2703	0.1819209784
2704	0.1818633348
2705	0.1817648843
2706	0.1816771586
2707	0.1815889001
2708	0.1815554868
2709	0.1814805813
2710	0.1813919972
2711	0.1813740694
2712	0.1813377946
2713	0.1812748132
2714	0.1812088349
2715	0.1811276293
2716	0.1810986789
2717	0.1810459807
2718	0.1809573587
2719	0.180883069
2720	0.1807876473
2721	0.1807271306
2722	0.1806348612
2723	0.1805800027
2724	0.1804999338
2725	0.1804822501
2726	0.1803991794
2727	0.1803622544
2728	0.1803011602
2729	0.1802487332
2730	0.1802359691
2731	0.1802165167
2732	0.1801858265
2733	0.1801510411
2734	0.1801252407
2735	0.1800949569
2736	0.1800519907
2737	0.1800111754
2738	0.1799613042
2739	0.179932637
2740	0.1798784412
2741	0.1798097423
2742	0.1797307735
2743	0.1796640544
2744	0.1795677501
2745	0.1794964091
2746	0.1794707848
2747	0.1793945658
2748	0.1793643449
2749	0.1793397781
2750	0.1792925136
2751	0.1792552396
2752	0.1791695312
2753	0.1791292823
2754	0.1791052646
2755	0.1790871129
2756	0.1790495556
2757	0.1789740586
2758	0.1788993641
2759	0.1788327986
2760	0.1787465929
2761	0.1787277271
2762	0.1786469066
2763	0.1785444381
2764	0.1785213133
2765	0.1784553128
2766	0.1784160209
2767	0.1783929102
2768	0.1783816181
2769	0.1782643409
2770	0.1781913138
2771	0.1781330636
2772	0.178102038
2773	0.1780678321
2774	0.1779927179
2775	0.1779547991
2776	0.1779183971
2777	0.1778739089
2778	0.1778018907
2779	0.1777846198
2780	0.1777077426
2781	0.1776717621
2782	0.1775846543
2783	0.177540383
2784	0.1774931357
2785	0.1774377364
2786	0.1773668988
2787	0.1773483722
2788	0.1772859102
2789	0.1772479431
2790	0.1771939322
2791	0.1771258024
2792	0.1770741016
2793	0.1770085519
2794	0.1769652267
2795	0.1769036231
2796	0.1768593942
2797	0.1768005496
2798	0.1767846611
2799	0.1767418519
2800	0.176687137
2801	0.176629938
2802	0.1765907286
2803	0.1765594972
2804	0.1764898308
2805	0.1764449233
2806	0.1763996065
2807	0.1763674237
2808	0.1762983276
2809	0.1762571144
2810	0.1762351066
2811	0.1761905019
2812	0.1761452752
2813	0.1761047861
2814	0.1760654327
2815	0.1760053763
2816	0.1759422423
2817	0.1759051341
2818	0.1758669309
2819	0.1758594782
2820	0.1757545623
2821	0.175687621
2822	0.1756394754
2823	0.17559179
2824	0.1755008063
2825	0.1754446988
2826	0.1753961938
2827	0.1753405195
2828	0.175247421
2829	0.1752337175
2830	0.1751347354
2831	0.1750995576
2832	0.1750258092
2833	0.1749787897
2834	0.1749159155
2835	0.1748775693
2836	0.1748532274
2837	0.1748359177
2838	0.1747918989
2839	0.1747385367
2840	0.1747138088
2841	0.1746715522
2842	0.1746611171
2843	0.1746318512
2844	0.174593242
2845	0.1745522954
2846	0.1744495058
2847	0.1744232951
2848	0.1743251317
2849	0.1742947707
2850	0.174213119
2851	0.1741674733
2852	0.1740929286
2853	0.174075116
2854	0.1740441163
2855	0.1740363965
2856	0.1740050278
2857	0.1739629064
2858	0.1739308469
2859	0.1738752129
2860	0.1738616691
2861	0.1738448491
2862	0.1737441333
2863	0.1737188775
2864	0.1736722907
2865	0.1735970706
2866	0.1735621684
2867	0.1734787899
2868	0.1734433544
2869	0.1734192987
2870	0.1733394296
2871	0.1732985969
2872	0.173270443
2873	0.1732416969
2874	0.1732010456
2875	0.1731446391
2876	0.1731057673
2877	0.1730839995
2878	0.1730610671
2879	0.1730556266
2880	0.1730401228
2881	0.1729933376
2882	0.1729399392
2883	0.172863005
2884	0.1727990121
2885	0.1727582701
2886	0.1727131553
2887	0.1726938244
2888	0.1726256288
2889	0.1725961363
2890	0.1725300533
2891	0.172456215
2892	0.1723898143
2893	0.1723464761
2894	0.1722954263
2895	0.1722700182
2896	0.1722195722
2897	0.1721695966
2898	0.1721267154
2899	0.1720940511
2900	0.1720465659
2901	0.1720260354
2902	0.172004143
2903	0.171981144
2904	0.1719420019
2905	0.1719217594
2906	0.1718977384
2907	0.1718589788
2908	0.1717960211
2909	0.1717346826
2910	0.1716631262
2911	0.1715737463
2912	0.1714875211
2913	0.1714544794
2914	0.1713714846
2915	0.1713263406
2916	0.1712863587
2917	0.1712651818
2918	0.1712406824
2919	0.1711976778
2920	0.1711547191
2921	0.1711169088
2922	0.1710685334
2923	0.1710270201
2924	0.1709856272
2925	0.1709261172
2926	0.170869393
2927	0.1708235211
2928	0.1707865903
2929	0.1707515152
2930	0.1706988166
2931	0.1706868317
2932	0.1706737013
2933	0.1706155415
2934	0.1705559009
2935	0.1705370728
2936	0.1704909893
2937	0.1704683666
2938	0.1704165237
2939	0.1703391978
2940	0.1702858381
2941	0.1702690694
2942	0.1702443716
2943	0.1701993207
2944	0.1701548423
