iter	MultiClass
225	1.030726447
226	1.02692722
227	1.023453025
228	1.02096871
229	1.018445142
230	1.015170047
231	1.012982326
232	1.010598365
233	1.007600637
234	1.006332141
235	1.002797217
236	0.9991864244
237	0.9970010105
238	0.9950969978
239	0.9934864375
240	0.9907278577
241	0.9875334541
242	0.9855935862
243	0.9822743822
244	0.9796488997
245	0.9771530082
246	0.9747294341
247	0.972358954
248	0.9703863421
249	0.9690237685
250	0.9667400538
251	0.964128722
252	0.962506347
253	0.9600280172
254	0.9591192067
255	0.95720162
256	0.9542956779
257	0.9515546961
258	0.9488288037
259	0.9457591231
260	0.9429841225
261	0.9409899117
262	0.9398826017
263	0.9379341368
264	0.9360858727
265	0.9335993585
266	0.9311534514
267	0.9283327955
268	0.925727723
269	0.9245482151
270	0.9217312959
271	0.9203088396
272	0.9177954167
273	0.9160061347
274	0.9134173039
275	0.9106255396
276	0.9078715329
277	0.9060721645
278	0.9044355083
279	0.9017016851
280	0.8995726042
281	0.8969947306
282	0.8943825696
283	0.8916006173
284	0.8891094804
285	0.8863838901
286	0.883884986
287	0.8822059018
288	0.8794185467
289	0.8784671218
290	0.87713874
291	0.8747078896
292	0.8737370734
293	0.872146038
294	0.8699829453
295	0.8690618814
296	0.8674754027
297	0.865254228
298	0.8635934278
299	0.861150497
300	0.8596051876
301	0.8588989385
302	0.8567395319
303	0.8551068449
304	0.8526505961
305	0.8505938239
306	0.8497086929
307	0.8472478894
308	0.845746896
309	0.844262946
310	0.8421522105
311	0.8400191164
312	0.8377076175
313	0.8362359248
314	0.8339163818
315	0.8320435327
316	0.8299298141
317	0.8287250461
318	0.8262171995
319	0.8247913214
320	0.8230011347
321	0.8211780604
322	0.8197530741
323	0.8180261446
324	0.8163919546
325	0.8142333902
326	0.8120700625
327	0.8100238608
328	0.8082654128
329	0.8064527959
330	0.8047740976
331	0.8034130537
332	0.801513682
333	0.8001549244
334	0.7989304233
335	0.79701059
336	0.7955842536
337	0.7935613958
338	0.7925586398
339	0.7912838901
340	0.7902706501
341	0.7884163326
342	0.7870914032
343	0.7857178148
344	0.783879343
345	0.7822981193
346	0.7812337422
347	0.7788565058
348	0.7768734279
349	0.7757687153
350	0.7738400882
351	0.7727886248
352	0.7722255658
353	0.7712153507
354	0.7697677041
355	0.7685323856
356	0.767919662
357	0.7665519599
358	0.7651034231
359	0.7639613752
360	0.761927329
361	0.7610852036
362	0.7592775535
363	0.7577131033
364	0.7557453638
365	0.7540062656
366	0.7529852325
367	0.7519801732
368	0.7513166455
369	0.7502688183
370	0.748794992
371	0.7473775293
372	0.7457684227
373	0.7448403869
374	0.7433328805
375	0.7418721218
376	0.7403885842
377	0.7397181134
378	0.7383874613
379	0.7372825848
380	0.7360932004
381	0.7349786191
382	0.7330654036
383	0.7313133144
384	0.7296588671
385	0.7281186009
386	0.7266548917
387	0.7256266019
388	0.7250357011
389	0.7237478209
390	0.7227235092
391	0.7214032545
392	0.7198643812
393	0.7183170115
394	0.7177244528
395	0.7163956923
396	0.7156865589
397	0.714610049
398	0.7129422123
399	0.7112543161
400	0.7104894492
401	0.7094976591
402	0.7087334318
403	0.7076504862
404	0.7059172837
405	0.7041321125
406	0.7028280197
407	0.7013414371
408	0.7002078976
409	0.699355938
410	0.6987431927
411	0.6975741901
412	0.6964173119
413	0.6946708108
414	0.6934872081
415	0.6928144165
416	0.6914873444
417	0.6909659295
418	0.6895028332
419	0.6883431835
420	0.6879172226
421	0.6868823267
422	0.6852741619
423	0.6839807481
424	0.6826873441
425	0.6817135895
426	0.68062154
427	0.679053588
428	0.6779859155
429	0.6770442368
430	0.6759468338
431	0.6752026069
432	0.6741503045
433	0.6728397942
434	0.6713573562
435	0.6706218388
436	0.6693884893
437	0.6679666542
438	0.6671403537
439	0.6659977369
440	0.665018951
441	0.6642373876
442	0.6638231249
443	0.6628343432
444	0.6619276647
445	0.6606045625
446	0.6599985834
447	0.6586531064
448	0.6576133644
449	0.6568347499
450	0.6564591411
451	0.6559735962
452	0.6552012926
453	0.6547647871
454	0.6542381702
455	0.6533636209
456	0.6523472846
457	0.6512209482
458	0.650181744
459	0.6498782456
460	0.6491399444
461	0.648180498
462	0.6468036784
463	0.6458666404
464	0.6453882555
465	0.6447205675
466	0.6437185614
467	0.6426215857
468	0.6415986606
469	0.6405173897
470	0.6394644259
471	0.6380551723
472	0.6371134283
473	0.6361446385
474	0.6356265383
475	0.6353434304
476	0.6337924235
477	0.6329708261
478	0.6318717635
479	0.6306282664
480	0.6298939494
481	0.6289036522
482	0.6279655414
483	0.6269803981
484	0.626308223
485	0.6254055156
486	0.6244130649
487	0.6234203411
488	0.622710785
489	0.621671457
490	0.6207060289
491	0.6203650225
492	0.6194055755
493	0.6180291159
494	0.6169874074
495	0.6159626899
496	0.6154876387
497	0.6142566774
498	0.6133455391
499	0.6124069213
500	0.6115887638
501	0.6110290661
502	0.6101661649
503	0.6093317641
504	0.6087639196
505	0.6083608565
506	0.6072228689
507	0.6061529611
508	0.6049867103
509	0.6039956029
510	0.6028257394
511	0.6019790348
512	0.6014654042
513	0.6011333742
514	0.6000445612
515	0.5990038569
516	0.5979842222
517	0.5967898639
518	0.5957370827
519	0.595216597
520	0.594794827
521	0.5943707703
522	0.5940933384
523	0.5934108585
524	0.5928051559
525	0.5919471168
526	0.5911008279
527	0.5905043536
528	0.5895430425
529	0.5893416148
530	0.5887042267
531	0.5879877298
532	0.5872607992
533	0.5862115273
534	0.5859025257
535	0.5850575269
536	0.5844025838
537	0.5837421332
538	0.5832787269
539	0.5823465702
540	0.5817163522
541	0.5813576939
542	0.5804542216
543	0.5795000212
544	0.5791142763
545	0.5784470526
546	0.577695941
547	0.5763833175
548	0.5760634889
549	0.5752772771
550	0.5743514757
551	0.573546059
552	0.5730320925
553	0.5720453184
554	0.5710730378
555	0.5702365089
556	0.569376646
557	0.5685595351
558	0.5677269609
559	0.5673923275
560	0.5664836989
561	0.5655409657
562	0.5644206411
563	0.5636589789
564	0.5627204448
565	0.562124028
566	0.5616453829
567	0.5609839024
568	0.5606364991
569	0.5600754035
570	0.5596123452
571	0.5590870661
572	0.5584068561
573	0.5576543013
574	0.5572997849
575	0.5566658305
576	0.55619866
577	0.5558803307
578	0.5552194838
579	0.5542204436
580	0.5532980147
581	0.5524987677
582	0.5514071236
583	0.5507973365
584	0.5503857609
585	0.5501478684
586	0.5493950816
587	0.5485074258
588	0.5479420366
589	0.5477639337
590	0.5470652093
591	0.5462901949
592	0.5451741946
593	0.5444243392
594	0.543642606
595	0.5430417323
596	0.542043494
597	0.5415738206
598	0.5408064102
599	0.5399945799
600	0.5395535419
601	0.5389904491
602	0.5384667601
603	0.5376769639
604	0.5375590869
605	0.5370255133
606	0.5360705424
607	0.5353051532
608	0.534705685
609	0.533792628
610	0.5334849408
611	0.5329828357
612	0.5324370608
613	0.531813777
614	0.531064223
615	0.530350153
616	0.5294660375
617	0.5286446981
618	0.5278355569
619	0.5272577078
620	0.5265763227
621	0.5261478833
622	0.5255113827
623	0.5249773786
624	0.5246224924
625	0.5241723971
626	0.5235364396
627	0.5228003328
628	0.52193264
629	0.5213041184
630	0.5205784326
631	0.52044973
632	0.519644405
633	0.5189748069
634	0.5187473027
635	0.518164082
636	0.5177548003
637	0.5170729439
638	0.5163057515
639	0.5154223361
640	0.5151207419
641	0.5145823072
642	0.5141639267
643	0.5137408272
644	0.5127702823
645	0.5122272189
646	0.511557754
647	0.5108056957
648	0.5102654594
649	0.5093606645
650	0.5088945099
651	0.5081303479
652	0.5075991774
653	0.5071536013
654	0.5069283406
655	0.5065802907
656	0.5060780831
657	0.5059389449
658	0.5054249922
659	0.5052722335
660	0.5047863973
661	0.5042464437
662	0.5040063742
663	0.5033602708
664	0.502625729
665	0.5021290647
666	0.5013655198
667	0.500877708
668	0.5002366081
669	0.4997690158
670	0.4990386879
671	0.4987535478
672	0.4983324695
673	0.4979603809
674	0.4973694799
675	0.4964952304
676	0.4957878572
677	0.4953475939
678	0.494628799
679	0.4940460765
680	0.4934420279
681	0.4926529523
682	0.4920352019
683	0.4916099411
684	0.4910400919
685	0.4905752353
686	0.4898943033
687	0.4893190402
688	0.4886698859
689	0.4882414381
690	0.4877305316
691	0.4869821925
692	0.4863080647
693	0.4859549633
694	0.4856117966
695	0.4850948219
696	0.4846662859
697	0.4840006678
698	0.4835935866
699	0.4827759894
700	0.4822325702
701	0.4817634471
702	0.4811457257
703	0.4804105637
704	0.4797643291
705	0.478996226
706	0.4784829764
707	0.4782559778
708	0.4776742548
709	0.4770378401
710	0.4767597388
711	0.4761866057
712	0.4754030452
713	0.4746224462
714	0.4743941105
715	0.4737096348
716	0.4735650457
717	0.4729737701
718	0.4727553252
719	0.4721120777
720	0.4716286351
721	0.4712738144
722	0.4709871624
723	0.4705270945
724	0.4700133625
725	0.4698237692
726	0.4693416584
727	0.4691640317
728	0.4687501302
729	0.4683382674
730	0.4679170315
731	0.4673944778
732	0.4672201297
733	0.4670549124
734	0.4668661813
735	0.4660891502
736	0.465802972
737	0.4650708461
738	0.4649466695
739	0.4643644684
740	0.4640930326
741	0.4633597913
742	0.4627496079
743	0.4622937295
744	0.4621638746
745	0.4617831903
746	0.4615929621
747	0.4610803987
748	0.4603671542
749	0.4598195377
750	0.4593747192
751	0.4588583777
752	0.4583898378
753	0.458191146
754	0.457627016
755	0.4571696613
756	0.4566520213
757	0.4560908391
758	0.4557163389
759	0.4554323779
760	0.4551753258
761	0.454627865
762	0.4542854883
763	0.4540735405
764	0.4534833306
765	0.4530159142
766	0.4527610992
767	0.4525223323
768	0.4521412983
769	0.4516059007
770	0.4511642352
771	0.4506810063
772	0.4502817112
773	0.4497643817
774	0.4495992325
775	0.4494764369
776	0.4490842828
777	0.4487121519
778	0.4483880517
779	0.4478928187
780	0.447519696
781	0.4471913046
782	0.4467069576
783	0.4463715927
784	0.4458361019
785	0.4450894718
786	0.444499071
787	0.4439168682
788	0.443521857
789	0.4432126132
790	0.4429430323
791	0.4428708982
792	0.4422737746
793	0.4421795671
794	0.4416177489
795	0.4412566071
796	0.4408789275
797	0.4404205173
798	0.4399836582
799	0.4393928916
800	0.4389781318
801	0.4385962014
802	0.4381918725
803	0.4377363923
804	0.4373766937
805	0.4368959433
806	0.4367426743
807	0.4364283265
808	0.4360840401
809	0.4356524941
810	0.435131409
811	0.4345829924
812	0.4343944946
813	0.4337632206
814	0.4334415176
815	0.4332914497
816	0.4329399729
817	0.4326591099
818	0.4325190532
819	0.4321695167
820	0.4319182602
821	0.431696312
822	0.4312888236
823	0.4311409069
824	0.430656937
825	0.4300987698
826	0.4298133756
827	0.4296349629
828	0.4293786007
829	0.4290315971
830	0.4288835856
831	0.4287243408
832	0.428565009
833	0.4281754766
834	0.4278728714
835	0.4277188924
836	0.4272086854
837	0.4266534177
838	0.4261428814
839	0.4259995739
840	0.4256837246
841	0.4253887275
842	0.424691091
843	0.4242653839
844	0.4239412884
845	0.4236208317
846	0.4232924908
847	0.4229581756
848	0.4227254325
849	0.4221851856
850	0.421703823
851	0.421614694
852	0.4213263615
853	0.4208402315
854	0.4205424657
855	0.4202842846
856	0.420064384
857	0.4198166353
858	0.4195551703
859	0.4193414916
860	0.4192339746
861	0.4188994941
862	0.4185408023
863	0.4180657923
864	0.4178361597
865	0.4171759394
866	0.4169028009
867	0.4164076661
868	0.4162996337
869	0.4157731378
870	0.4154306851
871	0.4153402223
872	0.4149254156
873	0.4148002301
874	0.414478955
875	0.4143440008
876	0.4142068872
877	0.4139068647
878	0.4135905123
879	0.4132892554
880	0.4128283644
881	0.4127401372
882	0.4125680318
883	0.4123333864
884	0.4119906606
885	0.4117277549
886	0.4114302112
887	0.4110282211
888	0.4104784597
889	0.4101454793
890	0.4098098109
891	0.409360774
892	0.4091362488
893	0.4088320487
894	0.4085495197
895	0.4081384078
896	0.407944768
897	0.4077076599
898	0.4074642644
899	0.4070755032
900	0.406815988
901	0.4064683176
902	0.4061472284
903	0.4057925105
904	0.4056810938
905	0.4055196226
906	0.4051778751
907	0.4048542005
908	0.4045488444
909	0.4042481558
910	0.4037979449
911	0.403547739
912	0.4030750372
913	0.4029459941
914	0.402756472
915	0.4026306894
916	0.402207609
917	0.4017447135
918	0.4012749478
919	0.4009738135
920	0.4004699255
921	0.4002733444
922	0.4000448948
923	0.3997625059
924	0.3994336201
925	0.399269872
926	0.3990924713
927	0.3989484612
928	0.3987617061
929	0.3984955215
930	0.3982117847
931	0.3980782457
932	0.3977707053
933	0.3973899027
934	0.3970283256
935	0.3966053313
936	0.3963366387
937	0.396060141
938	0.395622987
939	0.3954029725
940	0.3951876109
941	0.3946823968
942	0.3943507605
943	0.3937912674
944	0.3936877687
945	0.3933488019
946	0.3929871799
947	0.3927120607
948	0.3924527375
949	0.392009445
950	0.3918020929
951	0.3915913432
952	0.3913822029
953	0.3912584995
954	0.3907871303
955	0.3906944995
956	0.3904417807
957	0.3903118411
958	0.3900082031
959	0.3896637434
960	0.3894288121
961	0.3889676259
962	0.388689662
963	0.3884146553
964	0.3879744773
965	0.3875569247
966	0.3870430916
967	0.3866197062
968	0.3864307774
969	0.3861946062
970	0.3859064545
971	0.3854773444
972	0.3850064554
973	0.3845953514
974	0.3843153557
975	0.384175167
976	0.3838050766
977	0.3835568127
978	0.3832637533
979	0.3826873379
980	0.3822155849
981	0.381811563
982	0.3813782524
983	0.3811316771
984	0.3809845076
985	0.3804860587
986	0.3803507964
987	0.3800957292
988	0.3796438081
989	0.3795933887
990	0.3792044867
991	0.3788734542
992	0.3787964245
993	0.3783183316
994	0.3780173328
995	0.3778870629
996	0.3775879466
997	0.3773464514
998	0.3772237498
999	0.3768777037
1000	0.3767754831
1001	0.3765541286
1002	0.376322625
1003	0.3760819355
1004	0.3757884307
1005	0.3755006917
1006	0.3749730803
1007	0.3745490894
1008	0.3742212216
1009	0.3739857733
1010	0.373509055
1011	0.3732444705
1012	0.3728147668
1013	0.3723604813
1014	0.3721392779
1015	0.371884019
1016	0.3715022053
1017	0.3712424874
1018	0.3711093636
1019	0.3708196387
1020	0.370618736
1021	0.3704829845
1022	0.370308395
1023	0.3699847162
1024	0.3697036774
1025	0.369523136
1026	0.369402542
1027	0.3692740626
1028	0.3690416425
1029	0.3688965986
1030	0.3687441403
1031	0.3686283418
1032	0.3685253787
1033	0.3682376967
1034	0.3679967388
1035	0.3678027171
1036	0.3674792763
1037	0.367106735
1038	0.3667612063
1039	0.3664251134
1040	0.3661954477
1041	0.3657509473
1042	0.3654061169
1043	0.365248082
1044	0.3650668707
1045	0.3646476114
1046	0.3645570636
1047	0.3641954331
1048	0.3641066689
1049	0.363906802
1050	0.36350752
1051	0.363226497
1052	0.3631285656
1053	0.3627822054
1054	0.3625820047
1055	0.3623982086
1056	0.3620427848
1057	0.3617534229
1058	0.3615184638
1059	0.3610582818
1060	0.3608216057
1061	0.360468042
1062	0.3601846238
1063	0.3599481114
1064	0.3596254142
1065	0.3592379141
1066	0.3588980524
1067	0.3587904947
1068	0.3585828884
1069	0.3584965481
1070	0.3581946447
1071	0.3580206241
1072	0.3578201325
1073	0.3574758287
1074	0.3571917233
1075	0.3567913763
1076	0.3566963336
1077	0.3565052492
1078	0.3562774834
1079	0.3561940961
1080	0.3558466356
1081	0.3555835155
1082	0.3552626318
1083	0.3551398132
1084	0.3547911231
1085	0.3545180792
1086	0.3543620271
1087	0.3540424197
1088	0.3539214258
1089	0.3537198703
1090	0.3536360946
1091	0.3535220457
1092	0.353297075
1093	0.3529436651
1094	0.3525686788
1095	0.3524339922
1096	0.3522355234
1097	0.3521187034
1098	0.3519088009
1099	0.3517922211
1100	0.3516676261
1101	0.3514718936
1102	0.3512011633
1103	0.3510129909
1104	0.3509285164
1105	0.350805223
1106	0.3505821669
1107	0.3504671877
1108	0.3502168104
1109	0.3498889103
1110	0.3496773826
1111	0.3495517959
1112	0.3493922843
1113	0.3491768844
1114	0.3490358493
1115	0.3486783867
1116	0.3484480605
1117	0.3480840784
1118	0.3479526442
1119	0.3475767251
1120	0.3472757606
1121	0.3471761118
1122	0.3469876738
1123	0.346612929
1124	0.3463626418
1125	0.3462080511
1126	0.3458471583
1127	0.3454813347
1128	0.3452067583
1129	0.3449780717
1130	0.3446066005
1131	0.344213601
1132	0.3439717028
1133	0.3436055855
1134	0.3434988937
1135	0.3433928
1136	0.3432024493
1137	0.3430287057
1138	0.3428902252
1139	0.3427071577
1140	0.3425639656
1141	0.3424421415
1142	0.3422072059
1143	0.3419153891
1144	0.3416192671
1145	0.3412805699
1146	0.3409921711
1147	0.3405992759
1148	0.3403939645
1149	0.3402817912
1150	0.340254834
1151	0.33998012
1152	0.339804834
1153	0.3396314056
1154	0.3394427629
1155	0.3391443106
1156	0.3388064104
1157	0.338531087
1158	0.3383050423
1159	0.3381571508
1160	0.3379023627
1161	0.3378201492
1162	0.3376225235
1163	0.3373801934
1164	0.3372602503
1165	0.3369341777
1166	0.3367308027
1167	0.3366380022
1168	0.3363207856
1169	0.33614067
1170	0.3359835613
1171	0.3358486653
1172	0.3356501377
1173	0.3353550699
1174	0.3351636852
1175	0.3349533199
1176	0.3348959648
1177	0.3347043841
1178	0.3344101777
1179	0.3340430157
1180	0.3339306049
1181	0.3338040083
1182	0.333694032
1183	0.3334048268
1184	0.3333183028
1185	0.3331598496
1186	0.3329944309
1187	0.3328694174
1188	0.332571493
1189	0.3323138037
1190	0.3319501092
1191	0.3316773021
1192	0.3315021285
1193	0.331197113
1194	0.3309943092
1195	0.3308616087
1196	0.3307109763
1197	0.3305677522
1198	0.3304709902
1199	0.33012791
1200	0.3300031639
1201	0.3298416543
1202	0.3297096314
1203	0.3295615616
1204	0.3292454728
1205	0.3289884138
1206	0.3287461151
1207	0.3284437216
1208	0.3281834949
1209	0.3280329562
1210	0.3276806068
1211	0.3275619653
1212	0.3274531752
1213	0.3271276886
1214	0.3270016348
1215	0.3267247624
1216	0.3266336897
1217	0.3262863541
1218	0.3259438919
1219	0.3258806727
1220	0.3257089247
1221	0.325423017
1222	0.3253038831
1223	0.3250885254
1224	0.3247488261
1225	0.3244189481
1226	0.3241038938
1227	0.324074332
1228	0.3239362516
1229	0.323783378
1230	0.3236361871
1231	0.3235300372
1232	0.3232565454
1233	0.3229799693
1234	0.3228317476
1235	0.3225692587
1236	0.3224121552
1237	0.3222493838
1238	0.3221560092
1239	0.3219272903
1240	0.3217600055
1241	0.321633682
1242	0.3214917942
1243	0.3214151868
1244	0.3211975993
1245	0.3211336324
1246	0.3209829242
1247	0.3208884219
1248	0.3207877104
1249	0.3205624979
1250	0.3204438816
1251	0.3202810175
1252	0.3201312039
1253	0.3199063911
1254	0.3195793492
1255	0.3194007197
1256	0.3193115279
1257	0.3190425922
1258	0.3189256385
1259	0.3188395002
1260	0.3187197929
1261	0.3185917007
1262	0.3184658539
1263	0.3183736054
1264	0.3180903474
1265	0.3178724326
1266	0.3177706789
1267	0.3174945279
1268	0.3173024845
1269	0.3171888317
1270	0.3170631131
1271	0.3169348033
1272	0.3168797387
1273	0.3168353803
1274	0.3165941623
1275	0.3164671303
1276	0.3163230524
1277	0.3160823528
1278	0.3159973339
1279	0.3158785338
1280	0.3157153076
1281	0.3155776339
1282	0.3155041102
1283	0.3153406016
1284	0.3152928856
1285	0.3149753087
1286	0.3147776201
1287	0.3146463701
1288	0.3143310529
1289	0.3142771021
1290	0.3142059548
1291	0.3141354419
1292	0.3140632271
1293	0.3137940061
1294	0.3137456823
1295	0.3136176173
1296	0.3135103051
1297	0.3133144095
1298	0.3130193773
1299	0.3127593789
1300	0.3126374218
1301	0.3125446162
1302	0.3123636518
1303	0.3120777194
1304	0.3120159989
1305	0.3117755288
1306	0.3115243952
1307	0.3111890693
1308	0.311122337
1309	0.3108412896
1310	0.3106332791
1311	0.3104128785
1312	0.310113053
1313	0.3100305249
1314	0.3098896754
1315	0.3098563795
1316	0.3097554961
1317	0.3095838543
1318	0.3093353203
1319	0.3091152903
1320	0.3090223028
1321	0.3088389162
1322	0.3087127302
1323	0.3085370229
1324	0.3083794975
1325	0.308358078
1326	0.3082590886
1327	0.3080150692
1328	0.3078228576
1329	0.3076271663
1330	0.3075528286
1331	0.307316151
1332	0.3071895838
1333	0.306916922
1334	0.3068119153
1335	0.3066475034
1336	0.3063986308
1337	0.3061196338
1338	0.3060255202
1339	0.3059568181
1340	0.3058469765
1341	0.3057692629
1342	0.3056217577
1343	0.3055568509
1344	0.305424581
1345	0.3052626687
1346	0.3050915486
1347	0.3049333048
1348	0.3048417509
1349	0.3046754126
1350	0.3043336214
1351	0.3040410766
1352	0.3038487885
1353	0.3036099687
1354	0.3035002728
1355	0.3033706277
1356	0.3031043351
1357	0.3028767671
1358	0.302703597
1359	0.3025950595
1360	0.3024021592
1361	0.3022801068
1362	0.3020933023
1363	0.3017973855
1364	0.3016917529
1365	0.3016393296
1366	0.3015760477
1367	0.301334688
1368	0.3012341976
1369	0.3011340295
1370	0.3009455874
1371	0.300785717
1372	0.3007179826
1373	0.3005373454
1374	0.3004924778
1375	0.3003471857
1376	0.3002622144
1377	0.299935755
1378	0.2996120894
1379	0.2994783416
1380	0.2993598684
1381	0.2992038103
1382	0.2991078155
1383	0.2990205839
1384	0.2988126525
1385	0.2986131865
1386	0.298350057
1387	0.2982221847
1388	0.2980560814
1389	0.2979366816
1390	0.2977911322
1391	0.2976356735
1392	0.2974787304
1393	0.2972528029
1394	0.2970577467
1395	0.2967272516
1396	0.2966614047
1397	0.2965719097
1398	0.2964766635
1399	0.2962848656
1400	0.2961622443
1401	0.295940148
1402	0.2957268883
1403	0.2954923747
1404	0.2953746091
1405	0.2952934886
1406	0.2951280523
1407	0.2951009692
1408	0.2948567231
1409	0.2947931869
1410	0.2946871854
1411	0.2944239159
1412	0.2943055893
1413	0.2941367185
1414	0.2940502543
1415	0.2938201881
1416	0.2936808743
1417	0.2935200939
1418	0.2933796569
1419	0.2933066391
1420	0.2931982365
1421	0.2930393935
1422	0.2927772973
1423	0.2926377994
1424	0.2925630463
1425	0.2924893781
1426	0.2924084973
1427	0.2923090842
1428	0.2922431536
1429	0.2921909731
1430	0.2921384347
1431	0.2919588567
1432	0.2917475548
1433	0.291605815
1434	0.2915391169
1435	0.2914678083
1436	0.2911979575
1437	0.2910870719
1438	0.2909814596
1439	0.2907549423
1440	0.2906193949
1441	0.2904131287
1442	0.2902351464
1443	0.290172944
1444	0.2901156213
1445	0.2898597355
1446	0.2897008617
1447	0.2895327078
1448	0.2893159536
1449	0.2891248236
1450	0.2888836743
1451	0.2886678536
1452	0.2886150484
1453	0.2885449645
1454	0.2883810211
1455	0.288217482
1456	0.2881334617
1457	0.2880567492
1458	0.287958973
1459	0.2879010379
1460	0.2877265862
1461	0.2876487841
1462	0.2875186622
1463	0.2872521636
1464	0.2870794653
1465	0.2870107719
1466	0.2869294629
1467	0.2867286827
1468	0.2866308006
1469	0.2865510613
1470	0.2865311796
1471	0.2865229636
1472	0.2864417291
1473	0.2863871815
1474	0.2861845294
1475	0.2860470955
1476	0.285824547
1477	0.2857236696
1478	0.2855955133
1479	0.2853849129
1480	0.2852024583
1481	0.2851393719
1482	0.2848633966
1483	0.2845987707
1484	0.2844627143
1485	0.284353708
1486	0.2841951382
1487	0.2840227215
1488	0.2838380087
1489	0.2837531816
1490	0.2836063987
1491	0.283576825
1492	0.2834599979
1493	0.2832898645
1494	0.2831785078
1495	0.2829452908
1496	0.2829385322
1497	0.2827866442
1498	0.2827418966
1499	0.2826090945
1500	0.2824806395
1501	0.2823086148
1502	0.2822160829
1503	0.282104093
1504	0.2820457871
1505	0.2818603326
1506	0.2817412415
1507	0.2815521561
1508	0.2814477123
1509	0.2813491361
1510	0.2811472533
1511	0.281042136
1512	0.2809045751
1513	0.2806151205
1514	0.2805071228
1515	0.2803659307
1516	0.2800916003
1517	0.2799396681
1518	0.2797965948
1519	0.2795828431
1520	0.2794110234
1521	0.2793572403
1522	0.2791897572
1523	0.2791220699
1524	0.2790014721
1525	0.2787371978
1526	0.2786942973
1527	0.2785661924
1528	0.278487161
1529	0.2783462703
1530	0.2781997747
1531	0.2781515064
1532	0.2781041006
1533	0.2779752161
1534	0.2777887822
